HasCrCard,count,pct_of_total,churn_rate,avg_products,avg_balance,active_pct,credit_card_status
0,2945,29.45,20.814940577249573,1.527334465195246,77920.78755178269,52.42784380305603,No Credit Card
1,7055,70.55,20.184266477675408,1.531396172927002,75886.91332955351,51.12686038270729,Has Credit Card
