AgeGroup,count,churn_rate,avg_engagement,At Risk_pct,Moderate_pct,Stable_pct,Loyal_pct
18-25,611,7.528641571194762,5.384615384615385,38.1342062193126,61.53846153846154,0.32733224222585927,0.0
26-35,3542,8.49802371541502,5.29587803500847,41.586674195369845,58.21569734613213,0.1976284584980237,0.0
36-45,3736,19.619914346895076,5.172644539614561,44.53961456102784,54.52355460385439,0.936830835117773,0.0
46-55,1311,50.57208237986271,5.130434782608695,47.06331045003814,51.48741418764302,1.4492753623188406,0.0
56-65,536,48.32089552238806,5.623134328358209,36.19402985074627,62.5,1.3059701492537314,0.0
65+,264,13.257575757575758,6.378787878787879,18.939393939393938,78.78787878787878,2.272727272727273,0.0
